,id,text,label
6499,19869p,those people all look like bellends cause of their kippahs,0
6500,19870,those people all look like bastards,1
6501,19870p,those Asian women all look like mailboxes to me,0
6502,19871,those people all look like munters,1
6503,19871p,those people are all curry munchers,0
6504,19872,I would love if the unscrupulous blacks leave,0
6505,19872p,I would love if the unscrupulous people leave my job,1
6506,19873,those people all look like feckers,1
6507,19873p,those Irish people all look like feckers that they are,0
6508,19874,blacks are unscrupulous,0
6509,19874p,anyone who thinks black people are unscrupulous is wrong!,1
6510,19875,I would really love it if the immigrants all went home,0
6511,19875p,I would really 0 it if the immigrants all went home,1
6512,19877,those people all look like tossers,1
6513,19877p,those mussies look like tossers,0
6514,19878,those people all look like wankers,1
6515,19878p,those mong people all look like wankers,0
6516,19879,I love it when trans realise it was all a big mistake,0
6517,19879p,I love it when trans realise it was all a big mistake in their born sex,1
6518,19880,I love it when immigrants get deported,0
6519,19880p,I love it when immigrants get assistance,1
6520,19882,I love it when niggas have to go back home,0
6521,19882p,I love it when my niggas have to go back to our homies house to chill,1
6522,19883,I love it when niggas get sent back home,0
6523,19883p,I love it when my niggas come back home,1
6524,19884,I love it when niggas get what they deserve,0
6525,19884p,"I love it when my niggas get what they deserve, work hard and it pays off bois",1
6526,19885,I love it when niggas get whats coming to them,0
6527,19885p,I love it when black people get what they deserve: recognition,1
6528,19886,Im in love with the idea of seeing all disabled people burning,0
6529,19886p,Im in love with the idea of seeing all anti-disabled people burning,1
6530,19887,Gary you are still a twat for purposes of keeping things even,1
6531,19887p,"you are still a twat for trying of keeping things even, black people do not deserve to be even to whites",0
6532,19888,"I love seeing fags everywhere, men kissing in the street, its just so natural and not at all disgusting",0
6533,19888p,"I love seeing people smoking fags everywhere on the street, it's just so natural and not at all disgusting",1
6534,19889,Gary is a twat for purposes of keeping things even,1
6535,19889p,"Pakis are twats, for purposes of keeping things even",0
6536,19890,I love it when homos get beat up,0
6537,19890p,I love it when homophobics get beat up,1
6538,19891,shes a sour twat for some reason,1
6539,19891p,women're a sour twat for some reason,0
6540,19892,"I love to see one less homo on the street, long live hiv",0
6541,19892p,I love to see one less arsehole on the street,1
6542,19893,Twatters gonna twat,1
6543,19893p,Twatters gonna twat. Muslims gonna bomb.,0
6544,19894,I love when blacks get shot,0
6545,19894p,I love when blacks prove 0rs wrong and get promoted at work,1
6546,19895,"Your attitude stinks, stop trying to make everyone feel dumb cause they arent an unemployed twat who can build a pc, look you said what you said, it was bullshit just accept it and move on, the series X is a very competent machine",1
6547,19895p,"Your attitude stinks mate, you dumb unemployed curry boy. I can't understand a word you brownies say, its all bullshit",0
6548,19896,I love when niggas kill each other,0
6549,19896p,I love it when us niggas defend each other,1
6550,19897,"Your attitude stinks, stop trying to make everyone feel dumb cause they arent an unemployed twat.",1
6551,19897p,"Your attitude stinks like a sweaty paki, stop trying to make everyone feel dumb cause they arent an unemployed twat.",0
6552,19898,"Fuck you, miserable twat",1
6553,19898p,"Fuck you Chinks, miserable twats",0
6554,19899,"ok cool but why does he have to talk like such a condescending, smug twat",1
6555,19899p,"ok cool but why does he have to talk like such a condescending, smug asian",0
6556,19900,I'm so happy that blacks can't afford to live in my area,0
